meeting of the association for computational linguistics,Marie-Francine Moens
Journal of Knowledge Management,Blanca Martins Rodriguez
Journal of Knowledge Management,José Maria Viedma Marti
artificial intelligence in education,Vu Minh Chieu
artificial intelligence in education,Elie Milgrom
international conference on supercomputing,George Almasi
international conference on supercomputing,Calin Cascaval
international conference on supercomputing,José G. Castaños
international conference on supercomputing,Monty Denneau
international conference on supercomputing,Wilm E. Donath
international conference on supercomputing,Maria Eleftheriou
international conference on supercomputing,Mark E. Giampapa
international conference on supercomputing,C. T. Howard Ho
international conference on supercomputing,Derek Lieber
international conference on supercomputing,José E. Moreira
international conference on supercomputing,Dennis M. Newns
international conference on supercomputing,Marc Snir
international conference on supercomputing,S Henry Warren
conference on decision and control,Wei Sun
conference on decision and control,Panagiotis Tsiotras
European Urology,Jean-Alexandre Long
European Urology,Vincent Daanen
European Urology,A. Moreau-Gaudry
European Urology,Jocelyne Troccaz
European Urology,Jean-Jacques Rambeaud
European Urology,Jean-Luc Descotes
IEEE Transactions on Biomedical Circuits and Systems,Liang Zhou
IEEE Transactions on Biomedical Circuits and Systems,Adam C. Abraham
IEEE Transactions on Biomedical Circuits and Systems,Simon Y. Tang
IEEE Transactions on Biomedical Circuits and Systems,Shantanu Chakrabartty
Journal of Systems and Information Technology,Mark John Taylor
Journal of Systems and Information Technology,John Haggerty
Journal of Systems and Information Technology,David W. Gresty
Journal of Systems and Information Technology,Natalia Criado Pacheco
Journal of Systems and Information Technology,Tom Berry
Journal of Systems and Information Technology,Peter Almond
International Journal of Distributed Sensor Networks,Zhihua Gan
International Journal of Distributed Sensor Networks,Zhimin Gu
International Journal of Distributed Sensor Networks,Hai Tan
International Journal of Distributed Sensor Networks,Mingquan Zhang
International Journal of Distributed Sensor Networks,Jizan Zhang
languages and compilers for parallel computing,Samuel Z. Guyer
languages and compilers for parallel computing,Calvin Lin
Discrete Mathematics,Basil Gordon
international conference on acoustics, speech, and signal processing,Lei Lei
international conference on acoustics, speech, and signal processing,Joni Polili Lie
international conference on acoustics, speech, and signal processing,Alex B. Gershman
international conference on acoustics, speech, and signal processing,Chong Meng Samson See
Circuits Systems and Signal Processing,K. P. S. Rana
Circuits Systems and Signal Processing,Vineet Kumar
Circuits Systems and Signal Processing,Yashika Garg
Circuits Systems and Signal Processing,Sreejith S. Nair
mathematical foundations of computer science,Michelangelo Grigni
mathematical foundations of computer science,Hao-Hsiang Hung
Medical Image Analysis,Andreas Nagler
Medical Image Analysis,Cristóbal Bertoglio
Medical Image Analysis,Christian T. Stoeck
Medical Image Analysis,Sebastian Kozerke
Medical Image Analysis,Wolfgang A. Wall
Lecture Notes in Computer Science,Isao Nakanishi
Lecture Notes in Computer Science,Hiroyuki Sakamoto
Lecture Notes in Computer Science,Yoshio Itoh
Lecture Notes in Computer Science,Yutaka Fukui
soft computing,Yuichi Saito
soft computing,Toshihiko Watanabe
Theoretical Computer Science,Juha Honkala
Theoretical Computer Science,Werner Kuich
Mathematical Programming,Daniel Bienstock
Mathematical Programming,Oktay Günlük
international geoscience and remote sensing symposium,Guiting Wang
international geoscience and remote sensing symposium,Xiaoxian Liu
international geoscience and remote sensing symposium,Licheng Jiao
international geoscience and remote sensing symposium,Shuang Wang
biomedical engineering and informatics,Hong-Sheng Dong
biomedical engineering and informatics,Aihua Zhang
biomedical engineering and informatics,Xiaohong Hao
international geoscience and remote sensing symposium,Changyong Cao
international geoscience and remote sensing symposium,Stephen G. Ungar
international geoscience and remote sensing symposium,Pascal Lecomte
international geoscience and remote sensing symposium,Nigel P. Fox
international geoscience and remote sensing symposium,Xiaoxiong Xiong
international geoscience and remote sensing symposium,Patrice Henry
international geoscience and remote sensing symposium,Christopher Buck
international geoscience and remote sensing symposium,Greg Stenssas
international geoscience and remote sensing symposium,Xiwu Zhan
international geoscience and remote sensing symposium,Petya K. E. Campbell
international symposium on imprecise probabilities and their applications,Barbara Vantaggi
american control conference,Nikolai Matni
american control conference,John C. Doyle
IEICE Transactions on Communications,Suguru Kameda
IEICE Transactions on Communications,Hiroshi Oguma
IEICE Transactions on Communications,Noboru Izuka
IEICE Transactions on Communications,Yasuyoshi Asano
IEICE Transactions on Communications,Yoshiharu Yamazaki
IEICE Transactions on Communications,Noriharu Suematsu
IEICE Transactions on Communications,T. Takagi
IEICE Transactions on Communications,Kazuo Tsubouchi
computational intelligence for modelling, control and automation,Boon Tan
computational intelligence for modelling, control and automation,Theo Kangsanant
logic in computer science,Tomas Br´zdil
logic in computer science,V´clav Brozek
logic in computer science,Krishnendu Chatterjee
logic in computer science,Vojtech Forejt
logic in computer science,Antonín Kučera
Journal of Cellular Automata,G. Martinez
Journal of Cellular Automata,Harold V. McIntosh
Journal of Cellular Automata,Juan Carlos Seck Tuoh Mora
Journal of Cellular Automata,Sergio V. Chapa Vergara
engineering of computer based systems,Jung Ho Bae
engineering of computer based systems,Heung Seok Chae
design automation conference,Ritu Singhal
design automation conference,Asha Balijepalli
design automation conference,Anupama R. Subramaniam
design automation conference,Frank Liu
design automation conference,Sani R. Nassif
design automation conference,Yu Cao
Medical Image Analysis,Leon Axel
Medical Image Analysis,Albert Montillo
Medical Image Analysis,Daniel Kim
European Journal of Operational Research,Nalân Gülpınar
European Journal of Operational Research,Ethem Çanakoḡlu
international symposium on chinese spoken language processing,Min Chu
international symposium on chinese spoken language processing,Yong Zhao
international symposium on chinese spoken language processing,Yining Chen
international symposium on chinese spoken language processing,Lijuan Wang
international symposium on chinese spoken language processing,Frank K. Soong
PLOS Computational Biology,Eder Zavala
PLOS Computational Biology,Tatiana T. Marquez-Lago
asian conference on computer vision,Mengyi Liu
asian conference on computer vision,Shaoxin Li
asian conference on computer vision,Shiguang Shan
asian conference on computer vision,Ruiping Wang
asian conference on computer vision,Xilin Chen
Intelligent Automation and Soft Computing,Inhyun Cho
Intelligent Automation and Soft Computing,Kyungho Lee
flexible query answering systems,Sergio Greco
flexible query answering systems,Carlo Zaniolo
flexible query answering systems,Sumit Ganguly
IEEE Transactions on Parallel and Distributed Systems,Jie Wu
IEEE Transactions on Parallel and Distributed Systems,Eduardo B. Fernandez
international conference on conceptual structures,Nancy P. Lin
IEEE Computer,Lucas D. Introna
IEEE Computer,Helen Nissenbaum
Integration,Amiya Nayak
Integration,Linda Pagli
Integration,Nicola Santoro
international world wide web conferences,Edward Benson
international world wide web conferences,Adam Marcus
international world wide web conferences,Fabian Howahl
international world wide web conferences,David R. Karger
Communications of The ACM,Eric Glover
Communications of The ACM,Steve Lawrence
Communications of The ACM,Michael D. Gordon
Communications of The ACM,William P. Birmingham
Communications of The ACM,C. Lee Giles
medical image computing and computer-assisted intervention,M. Sabry Hassouna
medical image computing and computer-assisted intervention,Aly A. Farag
medical image computing and computer-assisted intervention,Robert Falk
IEEE Transactions on Geoscience and Remote Sensing,Annarita D'Addabbo
IEEE Transactions on Geoscience and Remote Sensing,Alberto Refice
IEEE Transactions on Geoscience and Remote Sensing,Guido Pasquariello
IEEE Transactions on Geoscience and Remote Sensing,Francesco P. Lovergine
IEEE Transactions on Geoscience and Remote Sensing,Domenico Capolongo
IEEE Transactions on Geoscience and Remote Sensing,Salvatore Manfreda
Discrete Applied Mathematics,Monique Laurent
Discrete Applied Mathematics,Matteo Seminaroti
Electronic Notes in Theoretical Computer Science,Christophe Joubert
Proceedings of SPIE,Rafael Namías
Proceedings of SPIE,Marc-Emmanuel Bellemare
Proceedings of SPIE,Mehdi Rahim
Proceedings of SPIE,Nicolas Pirró
international conference on document analysis and recognition,Michael C. Fairhurst
international symposium on multiple valued logic,Sergey Edward Lyshevski
Journal of Multivariate Analysis,Nuria Torrado
Journal of Multivariate Analysis,Rosa E. Lillo
human factors in computing systems,Anya Skatova
human factors in computing systems,Victoria Shipp
